id,name,birthdate,country,atp_rank,points,hard_points,clay_points,grass_points
36026,Nikoloz Basilashvili/Michal Konecny,,N/A,,,,,
36027,Martin Emmrich/Nicholas Monroe,,N/A,,,,,
36028,Andre Begemann/Tim Puetz,,N/A,,,,,
36029,Kevin Krawietz/Frank Moser,,N/A,,,,,
36030,Thanasi Kokkinakis/Alexander Zverev,,N/A,,,,,
36031,Dustin Brown/Purav Raja,,N/A,,,,,
36032,Marin Draganja/Florin Mergea,,N/A,,,,,
36033,Steve Johnson/Ante Pavic,,N/A,,,,,
36034,Marc Gicquel/Sergiy Stakhovsky,,N/A,,,,,
36035,Ryan Harrison/Alex Kuznetsov,,N/A,,,,,
36036,Malek Jaziri/Adrian Ungur,,N/A,,,,,
36037,Enzo Couacaud/Laurent Lokoli,,N/A,,,,,
36038,Fernando Trevino Andrade,1999-06-14,MEX,,,,,
36039,Jaroslav Vondrasek,1996-01-16,CZE,,,,,
36040,Robert Maric,1987-06-12,CRO,,,,,
36041,Marko Kovacevic,1977-08-29,BIH,,,,,
36042,Oleg Prihodko,1997-10-03,UKR,355,136,4,71,0
36043,Mykola Leshchynskyy,1985-04-12,UKR,,,,,
36044,Andrew Barabashov,1993-02-02,UKR,,,,,
36045,Sergiu Ioan Bucur,1997-04-11,ROU,,,,,
36046,Dan Stefan,1996-06-28,USA,,,,,
36047,Sebastian Bader/Andreas Haider-Maurer,,N/A,,,,,
36048,Doston Beshboyev,1996-10-29,UZB,,,,,
36049,Teimuraz Gabashvili/Igor Sijsling,,N/A,,,,,
36050,Dusan Lajovic/Yen-Hsun Lu,,N/A,,,,,
36051,Facundo Arguello/Manuel Pena Lopez,,N/A,,,,,
36052,Gael Monfils/Benoit Paire,,N/A,,,,,
36053,Rameez Junaid/Michael Venus,,N/A,,,,,
36054,Mate Pavic/Andre Sa,,N/A,,,,,
36055,Martin Klizan/Philipp Oswald,,N/A,,,,,
36056,Isaac Martinez,1996-06-07,MEX,,,,,
36057,Stefan Gmijovic,1997-12-23,SRB,,,,,
36058,Ognjen Trejgut,1997-11-05,SRB,,,,,
36059,Milan Drinic,1997-10-16,SRB,,,,,
36060,Matej Filipeti,1997-12-15,CRO,,,,,
36061,Lauro Milanovic,1993-01-29,CRO,,,,,
36062,Marek Gengel,1995-09-17,CZE,426,110,109,0,0
36063,Patrik Rikl,1999-01-06,CZE,,,,,
36064,Jan Jochman,1995-03-04,CZE,,,,,
36065,Michael Boguslavsky,1998-09-05,ISR,,,,,
36066,Mario Edoardo Camanini,1995-04-11,ITA,,,,,
36067,Alexandre Castanho Ribeiro,1998-12-30,POR,,,,,
36068,Tomas Almeida,1999-04-08,POR,,,,,
36069,Dario Rico,1997-07-03,ESP,,,,,
36070,Luis Faria,1999-07-18,POR,,,,,
36071,Radu Roan Popa,1997-02-23,ROU,,,,,
36072,Mihai Laurentiu Balasa,1997-04-14,ROU,,,,,
36073,Alvaro Arias De Velasco Siso,1997-02-19,ESP,,,,,
36074,Wei Seem Lee,1991-05-28,MAS,,,,,
36075,Oriol Puig,1997-04-09,ESP,,,,,
36076,Karl Friberg,1999-03-25,SWE,,,,,
36078,Batuhan Cakmak,1996-09-04,TUR,,,,,
36079,Andrea Del Prete,1994-04-11,ITA,,,,,
36080,Srdjan Lazarevic,1997-03-06,MNE,,,,,
36081,Atilla Azkara,1996-10-09,TUR,,,,,
36082,Artem Dovgan,1999-06-01,UKR,,,,,
36083,Vladyslav Kyrysyuk,1998-08-29,UKR,,,,,
36084,Georgiy Kyzymenko,1997-01-31,UKR,,,,,
36085,Anton Kapustin,1998-08-15,UKR,,,,,
36086,Igor Galiga,1988-10-09,POL,,,,,
36087,Vladyslav Kramarov,1997-03-15,UKR,,,,,
36088,Wayne Basile,1998-01-04,USA,,,,,
36089,Noah Makarome,1999-03-18,USA,,,,,
36090,Samuel Chaffin,1995-11-15,USA,,,,,
36091,Tetsuya Ota,1998-05-09,JPN,,,,,
36092,Jonathan Heidenberg,1996-05-05,USA,,,,,
36093,Samuel Blackburn,1996-04-15,USA,,,,,
36094,Arthur Stefani,1996-07-16,BRA,,,,,
36095,Cameron Shannon,1999-03-02,USA,,,,,
36096,Henry Patrick Cacciatore,1999-12-29,USA,,,,,
36097,Kevin Raley,1993-08-08,USA,,,,,
36098,Michael Baiocchi,1994-01-14,USA,,,,,
36099,Yann Lucina,1975-08-05,FRA,,,,,
36100,Aleksa Vrugic,1994-03-18,USA,,,,,
36101,Adam Ambrozy,1997-09-05,USA,,,,,
36102,Victor Manuel Blanco Pretto,1995-05-06,DOM,,,,,
36103,Nicolas De Quesada,1998-04-07,USA,,,,,
36104,Timothy Chima Ihezie,1986-05-18,USA,,,,,
36105,Maxime Kouyate,1989-11-24,FRA,,,,,
36106,Shuichi Sekiguchi/Aldin Setkic,,N/A,,,,,
36107,Omadbek Bobokulov/Mikhail Esipov,,N/A,,,,,
36108,James Cerretani/Olivier Charroin,,N/A,,,,,
36109,Chase Buchanan/Jeevan Nedunchezhiyan,,N/A,,,,,
36110,Alexander Lobkov/Valery Rudnev,,N/A,,,,,
36111,Liang-Chi Huang/Divij Sharan,,N/A,,,,,
36112,Nik Popovic,2000-04-17,SLO,,,,,
36113,Roberto Burboa,1988-02-11,MEX,,,,,
36114,Moez Echargui,1993-01-10,TUN,138,435,400,16,0
36115,Dusan Gajic,1997-09-10,BIH,,,,,
36116,Iori Yoshida,1998-10-02,JPN,,,,,
36117,Nemanja Sarenac,1998-08-05,BIH,,,,,
36118,Michal Dembek,1997-08-07,POL,,,,,
36119,Patrik Obal,1996-06-20,SVK,,,,,
36120,Jan Kubicek,1996-07-28,CZE,,,,,
36121,Tommaso Pietrarelli,1991-12-06,ITA,,,,,
36122,Riccardo Castiglioni,1991-05-17,ITA,,,,,
36123,Leonardo Maffeis,1995-02-25,ITA,,,,,
36124,Jonas Ciechi,1998-03-20,ITA,,,,,
36125,Massimiliano De Pasquale,1997-11-14,ITA,,,,,
36126,Omar Haloui,1988-03-20,MAR,,,,,
36127,Hamza Adnaoui,1992-08-24,MAR,,,,,
36128,Karim Khaddari,1997-09-09,MAR,,,,,
36129,Walid Mountassir,1996-01-07,MAR,,,,,
36130,Hicham Haimas,1993-06-07,MAR,,,,,
36131,Carlos Tajes Alonso,1994-12-25,ESP,,,,,
36132,Vlad Nicolae Catalinoiu,1998-10-20,ROU,,,,,
36133,Radu Bogdan Gabriel Ivan,1998-11-07,ROU,,,,,
36134,Andrei Vitiuc,1996-12-19,ROU,,,,,
36135,Marin Dumitru,1996-07-08,AUS,,,,,
36136,Teoctist Costache,1996-02-07,ROU,,,,,
36137,Jan David,1996-06-13,SLO,,,,,
36138,Marko Mlekuz,1992-10-03,SLO,,,,,
36139,Francesc Rull Valls,1998-09-14,ESP,,,,,
36140,Frank Pages,1995-12-23,ESP,,,,,
36141,Alejandro Reguant,1998-06-29,ESP,,,,,
36142,William Edin,1994-07-25,SWE,,,,,
36143,Vayu Kunalungkarn,1999-02-03,THA,,,,,
36144,Andres Bernal,1989-12-03,DOM,,,,,
36145,Lukas Zvikas,1997-03-23,LTU,,,,,
36146,Vadym Zrazhevskyy,1993-06-19,UKR,,,,,
36147,Andriy Kalabishaka,1983-06-13,UKR,,,,,
36148,Hsin-Han Lee/Ze Zhang,,N/A,,,,,
36149,James Cluskey/Norbert Gombos,,N/A,,,,,
36150,Marco Cecchinato/Flavio Cipolla,,N/A,,,,,
36151,Guido Andreozzi/Sergio Galdos,,N/A,,,,,
36152,Benjamin Balleret/Rogerio Dutra Da Silva,,N/A,,,,,
36153,Adil Shamasdin/Artem Sitak,,N/A,,,,,
36154,Francesco Borgo/Stefano Travaglia,,N/A,,,,,
36155,Riccardo Ghedin/Giovanni Lapentti,,N/A,,,,,
36156,Frank Moser/Alexander Satschko,,N/A,,,,,
36157,Ken Skupski/Michael Venus,,N/A,,,,,
36158,Martin Klizan/Dominic Thiem,,N/A,,,,,
36159,Feliciano Lopez/Jurgen Melzer,,N/A,,,,,
36160,Pablo Carreno-Busta/Albert Montanes,,N/A,,,,,
36161,Ivo Karlovic/Stephane Robert,,N/A,,,,,
36162,Jonathan Erlich/Marcelo Melo,,N/A,,,,,
36163,Jeremy Chardy/Oliver Marach,,N/A,,,,,
36164,Mathias Bourgue/Paul-Henri Mathieu,,N/A,,,,,
36165,Jack Sock/Joao Sousa,,N/A,,,,,
36166,Carlos Berlocq/Daniele Bracciali,,N/A,,,,,
36167,Andrey Golubev/Samuel Groth,,N/A,,,,,
36168,Tristan Lamasine/Laurent Lokoli,,N/A,,,,,
36169,Alejandro Falla/Marinko Matosevic,,N/A,,,,,
36170,Tomohiro Masabayashi,1998-03-05,JPN,,,,,
36171,Kody Pearson,1999-07-26,AUS,,,,,
36172,Benard Bruno Nkomba,1999-09-08,AUS,,,,,
36174,Joshua Luck,1995-11-20,RSA,,,,,
36175,Jd Malan,1997-11-18,RSA,,,,,
36176,Bjorn Scheepbouwer,1995-03-28,RSA,,,,,
36177,Rudi Dawid Matthee,1994-03-02,RSA,,,,,
36178,Johannes Myburgh,1993-10-01,RSA,,,,,
36179,Sorin Andrei Iordache,1998-09-04,ROU,,,,,
36180,Michal Rolski,1995-12-03,POL,,,,,
36181,Bradley Klahn/Neal Skupski,,N/A,,,,,
36182,Rameez Junaid/Divij Sharan,,N/A,,,,,
36183,Min Gyo Seo,1998-09-01,KOR,,,,,
36184,Seonggyu Im,1995-07-07,KOR,,,,,
36185,Jaeheon Yoon,1996-09-21,KOR,,,,,
36186,Donghwi Shin,1997-09-04,KOR,,,,,
36187,Hyeonseung Kim,1995-08-02,KOR,,,,,
36188,Hyun Woo Cho,1996-11-07,KOR,,,,,
36189,Kyengwon Lee,1997-10-17,KOR,,,,,
36190,Gwang Hyeon Cho,1993-03-09,KOR,,,,,
36191,Gwangeun Byun,1994-03-31,KOR,,,,,
36192,Ruo Chen,1999-04-01,CHN,,,,,
36193,Joonhyuk Ko,1999-03-26,KOR,,,,,
36194,Jun Hyeok Ko,1997-07-08,KOR,,,,,
36195,Hyunsoo Jeong,1998-09-01,KOR,,,,,
36196,J.yoon An,1997-05-13,KOR,,,,,
36197,Stefan Casuneanu,1999-07-10,ROU,,,,,
36198,Neculai-Teodor Agavriloae,1996-04-05,ROU,,,,,
36199,Haris Halilovic,1997-05-04,BIH,,,,,
36200,Armin Fejzic,1997-01-28,BIH,,,,,
36201,Josip Smoljan,1991-10-05,CRO,,,,,
36202,Amar Fehric,1997-06-13,BIH,,,,,
36203,Faris Suljagic,1996-08-13,BIH,,,,,
36204,David Sramko,1996-08-03,SVK,,,,,
36205,Wojciech Jantos,1997-11-14,POL,,,,,
36206,Pawan Sahebrao Patil Pawan,1995-12-16,IND,,,,,
36207,Charles Oliver,1980-05-20,GUM,,,,,
36208,Luke Beling,1984-04-12,RSA,,,,,
36209,Anthony John,1996-12-13,GUM,,,,,
36210,Brian Tuncap Jr,1998-01-10,GUM,,,,,
36211,Jesse Delaney,1998-11-14,AUS,,,,,
36212,Victor Tuncap,1996-05-09,GUM,,,,,
36213,Lorenzo Brunetti,1995-06-27,ITA,,,,,
36214,Filippo Minotti,1995-10-15,ITA,,,,,
36215,Giammarco Gabbanini,1996-05-08,ITA,,,,,
36216,Lorenzo Monti,1998-02-25,ITA,,,,,
36217,Luca Fogliera,1994-01-18,ITA,,,,,
36218,Marco Onofri,1996-03-13,ITA,,,,,
36219,Samih El Azouar,1989-08-05,MAR,,,,,
36220,Humzah Mahmood,1992-04-07,GBR,,,,,
36221,Tomas Rato,1997-07-30,POR,,,,,
36222,Luis Faustino,1983-01-10,POR,,,,,
36223,Joao Fazendeiro,1993-04-02,POR,,,,,
36224,Jose Grilo,1997-04-25,POR,,,,,
36225,Aljaz Jakob Kaplja,1997-06-13,SLO,,,,,
36226,Jacob Svensson Sundberg,1993-03-01,SWE,,,,,
36227,Maximilian Herold,1997-06-19,GER,,,,,
36228,Gregor Dolinsek,1994-08-26,SLO,,,,,
36229,Rossouw Norval,1999-03-06,RSA,,,,,
36230,Alexander Mouzouri,1996-08-20,RSA,,,,,
36231,Lionel Jarrard,1995-04-04,RSA,,,,,
36232,Darren Young,1987-06-23,RSA,,,,,
36233,Rayne Roselt,1996-04-03,RSA,,,,,
36234,Kyle Gerber,1995-11-20,RSA,,,,,
36235,Alexander Voitov,1992-01-27,RSA,,,,,
36236,Marc Landau,1997-06-17,RSA,,,,,
36237,Lisandro Nicolas Giraldi,1973-10-29,ARG,,,,,
36238,Joel Pleydell,1993-12-18,AUS,,,,,
36239,Nikolas Pondicas,1996-05-30,RSA,,,,,
36240,Damian Bosch,1979-04-18,RSA,,,,,
36241,Richard Ashforth,1994-09-02,RSA,,,,,
36242,Sven Gevers,1997-02-19,RSA,,,,,
36243,Da-Niel Kotze,1999-02-01,RSA,,,,,
36244,Feliciano Dos Santos Guilande,1988-11-01,MOZ,,,,,
36245,Christopher Stanford,1991-07-02,RSA,,,,,
36246,Leon Olivier,1997-03-07,RSA,,,,,
36247,Matthew Astell,1998-04-17,RSA,,,,,
36248,Marc Weigelt,1988-10-28,RSA,,,,,
36249,Muzondiwa Shingirai,1988-09-01,BOT,,,,,
36250,Chevaan Davids,1995-01-31,RSA,,,,,
36251,Khutso Ledwaba,1995-03-09,RSA,,,,,
36252,Stefan Svicevic,1996-11-18,RSA,,,,,
36253,Daniel Armengol Delgado,1994-04-02,ESP,,,,,
36254,Jaume Morera Zamora,1998-07-17,ESP,,,,,
36255,Kittirat Kerdlaphee,1999-10-11,THA,,,,,
36256,Reda Mokhtari,1994-06-25,ALG,,,,,
36257,Vladyslav Orlov,1995-05-17,UKR,516,80,12,70,0
36258,Nikita Mashtakov,1999-03-18,UKR,,,,,
36259,Clement Larriere,1997-05-21,FRA,,,,,
36262,Viktor Kostin,1996-03-12,GER,,,,,
36263,Corentin Moutet,1999-04-19,FRA,33,1383,633,213,315
36264,Miroslav Chyba,1997-03-24,CZE,,,,,
36265,Bradley Klahn/Aleksandr Nedovyesov,,N/A,,,,,
36266,Michal Konecny/Jaroslav Pospisil,,N/A,,,,,
36267,Peter Polansky/Adil Shamasdin,,N/A,,,,,
36268,Axel Michon/Joao Souza,,N/A,,,,,
36269,Zdenek Kolar/David Poljak,,N/A,,,,,
36270,Rameez Junaid/Michal Mertinak,,N/A,,,,,
36271,Andre Begemann/Lukas Rosol,,N/A,,,,,
36272,Balazs Csontos,1989-01-22,HUN,,,,,
36273,David Papis,1992-04-12,ISR,,,,,
36274,Kazuki Nishiwaki,1994-10-29,JPN,,,,,
36275,Courtney John Lock,1996-10-18,ZIM,,,,,
36276,Kris Van Wyk,1996-09-29,RSA,791,35,35,0,0
36277,Kim Ki Jun,1995-11-15,KOR,,,,,
36278,Rigele Te,1997-10-09,CHN,606,61,46,0,0
36279,Thomas Fabbiano/Lorenzo Giustino,,N/A,,,,,
36280,Nicolas Barrientos/Juan-Carlos Spir,,N/A,,,,,
36281,Facundo Bagnis/Sergio Galdos,,N/A,,,,,
36282,Rogerio Dutra Da Silva/Maxime Teixeira,,N/A,,,,,
36283,Andrea Basso/Gianluca Mager,,N/A,,,,,
36284,Andrej Kracman/Mario Radic,,N/A,,,,,
36285,Gastao Elias/Andre Ghem,,N/A,,,,,
36286,Guilherme Clezar/Henri Laaksonen,,N/A,,,,,
36287,Johannes Haerteis/Maximilian Marterer,,N/A,,,,,
36288,Steven Moneke/Peter Torebko,,N/A,,,,,
36289,Gregoire Burquier/Olivier Charroin,,N/A,,,,,
36290,Kevin Krawietz/Philipp Marx,,N/A,,,,,
36291,Andrej Martin/Wayne Odesnik,,N/A,,,,,
36292,Ruben Gonzales/Roberto Maytin,,N/A,,,,,
36293,Luka Radulovic,1989-10-29,SRB,,,,,
36294,Miha Okorn,1997-08-12,SLO,,,,,
36295,Marius Copil/Constantin Sturdza,,N/A,,,,,
36296,Victor Crivoi/Patrick Grigoriu,,N/A,,,,,
36297,Chase Buchanan/Emilio Gomez,,N/A,,,,,
36298,Nikola Ciric/Fabricio Neis,,N/A,,,,,
36299,Gonzalo Lama/David Souto,,N/A,,,,,
36300,Guido Andreozzi/Jose Hernandez-Fernandez,,N/A,,,,,
36301,Alexandru-Daniel Carpen/Uladzimir Ignatik,,N/A,,,,,
36302,Enrique Lopez-Perez/Daniel Munoz-De La Nava,,N/A,,,,,
36303,Martin Cuevas/Pere Riba,,N/A,,,,,
36304,Petru-Alexandru Luncanu/Adrian Ungur,,N/A,,,,,
36305,Sebastian Bader/Gerald Melzer,,N/A,,,,,
36306,Colin Fleming/Andre Sa,,N/A,,,,,
36307,Nicholas Monroe/Divij Sharan,,N/A,,,,,
36308,Ryan Harrison/Kevin King,,N/A,,,,,
36309,Paul Hanley/Jimmy Wang,,N/A,,,,,
36310,Chris Guccione/Rajeev Ram,,N/A,,,,,
36311,Michael Venus/Andrew Whittington,,N/A,,,,,
36312,Shi Hong Zeng,1997-07-18,CHN,,,,,
36313,Hua-Xuan Wei,1996-12-13,TPE,,,,,
36314,Lin Qi Song,1996-06-12,CHN,,,,,
36315,Oscar Campagnani,1994-01-03,ITA,,,,,
36316,Gabriele Volpi,1996-04-12,ITA,,,,,
36317,Matteo Cicchini,1990-05-29,ITA,,,,,
36318,Young Bae Moon,1997-12-19,KOR,,,,,
36319,Jang Wook Kim,1998-02-19,KOR,,,,,
36320,Ki Bum Kim,2000-05-23,KOR,,,,,
36321,Sungmin Yun,1998-03-24,KOR,,,,,
36322,Junyoung Jeon,1996-07-06,KOR,,,,,
36323,Da Bin Yoon,1998-07-14,KOR,,,,,
36324,Dong Woon Kang,1996-11-07,KOR,,,,,
36325,Sanghoon Park,1997-02-08,KOR,,,,,
36326,Hyung Jin Ham,1999-02-05,KOR,,,,,
36327,Seong Yong Han,1999-05-24,KOR,,,,,
36328,Sang Yoon Han,1996-02-21,KOR,,,,,
36329,Jae Hee Cho,1996-07-19,KOR,,,,,
36330,Charlie Shin,1993-07-04,KOR,,,,,
36331,Medzhid Akhmedov,1997-09-16,RUS,,,,,
36332,Nikita Mishin,1998-11-21,RUS,,,,,
36333,Victor Poncelet,1997-12-26,BEL,,,,,
36334,Max Wenders,1995-08-15,NED,,,,,
36335,Lucas Trentin,1997-03-08,BEL,,,,,
36336,Stefano Visconti,1995-12-13,ITA,,,,,
36337,Neil Chambers,1997-01-07,IRL,,,,,
36338,Fabio Di Chio,1996-01-22,ITA,,,,,
36339,Gyula Pinter,1996-12-09,HUN,,,,,
36340,Tamas Zador,1996-09-23,HUN,,,,,
36341,Peter Horvath,1996-04-15,HUN,,,,,
36342,Gergo Weidinger,1989-08-29,HUN,,,,,
36343,Barnabas Koncz,1997-01-02,HUN,,,,,
36344,Mate Virag,1994-07-13,HUN,,,,,
36345,Balint Varga,1992-08-23,HUN,,,,,
36346,Erik Toronyi,1994-02-07,HUN,,,,,
36347,Aviad Vered,1999-05-03,ISR,,,,,
36348,Almog Cohen,1999-02-03,ISR,,,,,
36349,Luca Ben Herrmann,1999-04-12,ISR,,,,,
36350,Ilya Dembinsky,1978-05-15,ISR,,,,,
36351,Omer Yeshaya,1999-05-15,ISR,,,,,
36352,Gabriel Meir,1999-03-13,USA,,,,,
36353,Eran Movshovitz,1997-05-18,ISR,,,,,
36354,Amit Stein,1999-05-25,ISR,,,,,
36355,Or Grinberg,1999-09-27,ISR,,,,,
36356,Tsubasa Oyama,1991-11-25,JPN,,,,,
36357,Teppei Noda,1994-08-24,JPN,,,,,
36358,Taichi Matsumoto,1995-12-18,JPN,,,,,
36359,Yoichi Nomura,1996-03-22,JPN,,,,,
36360,Haru Inoue,1996-07-20,JPN,,,,,
36361,Masatoshi Hikino,1996-02-07,JPN,,,,,
36362,Shohei Chikami,1998-10-22,JPN,,,,,
36363,Michal Wojnar,1984-04-24,POL,,,,,
36364,Micha Wargocki,1996-05-04,POL,,,,,
36365,Stanislav Fedotenkov,1988-02-20,RUS,,,,,
36366,Maciej Dolny,1995-10-17,POL,,,,,
36367,Bor Schweiger Muzar,1997-06-02,SLO,,,,,
36368,Mark Mesaric,1999-02-18,SLO,,,,,
36369,Christopher Grant,1994-08-12,USA,,,,,
36370,Jason Harris,1991-04-17,RSA,,,,,
36371,Clayton Herb,1996-11-15,RSA,,,,,
36372,Stehan Ceronio,1996-04-23,RSA,,,,,
36373,Sergio Esteban Barroso,1996-04-10,ESP,,,,,
36374,Jose Luis Sangroniz Ojer,1994-03-06,ESP,,,,,
36375,Julio Antonio Lopez Corbacho,1993-10-07,ESP,,,,,
36376,Alejandro Ortega Palacios,1997-02-01,ESP,,,,,
36377,Alvaro Blanco Damea,1997-05-30,ESP,,,,,
36378,Jorge Rico Viana,1997-07-28,ESP,,,,,
36379,Raul Jimenez Platas,1995-04-01,ESP,,,,,
36380,Rafa Navas Robles,1997-09-11,ESP,,,,,
36381,Diego Rojo Fernandez,1996-08-05,ESP,,,,,
36382,Juan Lopez-Isasi,1994-12-06,ESP,,,,,
36383,Soravich Kaewwongwattana,1996-01-25,THA,,,,,
36384,Phongsapak Kerdlaphee,1998-05-07,THA,,,,,
36385,Nurmukhamad Yokubjonov,2000-06-02,UZB,,,,,
36386,Aziz Kanatov,1998-11-02,UZB,,,,,
36387,Shevket Islyamov,1999-07-28,UZB,,,,,
36388,Muhammad Sanaev,1995-04-27,UZB,,,,,
36389,Diyor Yuldashev,1993-08-11,UZB,,,,,
36390,Mukhammadaziz Mamajon,1999-02-04,UZB,,,,,
36391,Peter Samosi,1998-11-30,SVK,,,,,
36392,Adrian Horbacz,,POL,,,,,
36393,Samuel Galdun,1997-03-28,SVK,,,,,
36394,Stefan Kacala,1993-10-11,SVK,,,,,
36395,Jakub Musil,1997-01-28,CZE,,,,,
36396,Pavel Motl,1997-09-07,CZE,,,,,
36397,Matej Vocel,1997-05-20,CZE,,,,,
36398,Max Stewart,1999-01-05,GBR,,,,,
36399,Andre Begemann/Julian Knowle,,N/A,,,,,
36400,Robin Haase/Kei Nishikori,,N/A,,,,,
36401,Milos Raonic/Mikhail Youzhny,,N/A,,,,,
36402,Dustin Brown/Jan-Lennard Struff,,N/A,,,,,
36403,Ivo Karlovic/Mate Pavic,,N/A,,,,,
36404,Martin Emmrich/Andreas Seppi,,N/A,,,,,
36405,Matthew Ebden/Mariusz Fyrstenberg,,N/A,,,,,
36406,Alexandr Dolgopolov/Ernests Gulbis,,N/A,,,,,
36407,Colin Fleming/Marcin Matkowski,,N/A,,,,,
36408,Marinko Matosevic/Benoit Paire,,N/A,,,,,
36409,Grigor Dimitrov/Stan Wawrinka,,N/A,,,,,
36410,Jeremy Chardy/Dmitry Tursunov,,N/A,,,,,
36411,Alexander Lobkov/Kittiphong Wachiramanowong,,N/A,,,,,
36412,Rizo Saidkhodjaev/Diyor Yuldashev,,N/A,,,,,
36413,Nikoloz Basilashvili/Amrit Narasimhan,,N/A,,,,,
36414,Luca Margaroli/Shuichi Sekiguchi,,N/A,,,,,
36415,Saketh-Sai Myneni/Jeevan Nedunchezhiyan,,N/A,,,,,
36416,Rasul Akhmadaliev/Khumoun Sultanov,,N/A,,,,,
36417,Nicolas Barrientos/Stanislav Vovk,,N/A,,,,,
36418,Egor Gerasimov/Denis Matsukevitch,,N/A,,,,,
36419,Ahad Ermatov/Azizbek Lukmanov,,N/A,,,,,
36420,Roberto Carballes Baena/Lorenzo Giustino,,N/A,,,,,
36421,Marek Jaloviec/Daniel Knoflicek,,N/A,,,,,
36422,Roman Jebavy/Jiri Vesely,,N/A,,,,,
36423,Jakub Filipsky/Pavel Staubert,,N/A,,,,,
36424,Ricardo Hocevar/Renzo Olivo,,N/A,,,,,
36425,Jan Hajek/Adam Pavlasek,,N/A,,,,,
36426,Lukas Dlouhy/Jaroslav Levinsky,,N/A,,,,,
36427,Jose Checa-Calvo/Adrian Sikora,,N/A,,,,,
36428,Tomas Papik/Patrik Rikl,,N/A,,,,,
36429,James Cluskey/Jaroslav Pospisil,,N/A,,,,,
36430,Salvatore Caruso/Walter Trusendi,,N/A,,,,,
36431,Mate Delic/Goran Tosic,,N/A,,,,,
36432,Marco Cecchinato/Thomas Fabbiano,,N/A,,,,,
36433,Guilherme Clezar/Joao Souza,,N/A,,,,,
36434,Pablo Carreno-Busta/Enrique Lopez-Perez,,N/A,,,,,
36435,Nicolas Jarry/Alexander Zverev,,N/A,,,,,
36436,Emilio Gomez/Malek Jaziri,,N/A,,,,,
36437,Gonzalo Lama/Albert Ramos-Vinolas,,N/A,,,,,
36438,Juan-Pablo Guzman/Leonardo Olguin,,N/A,,,,,
36439,Jose Hernandez-Fernandez/Andres Molteni,,N/A,,,,,
36440,Federico Coria/Roberto Ortega-Olmedo,,N/A,,,,,
36441,Olivier Charroin/Julien Obry,,N/A,,,,,
36442,Guillermo Bujniewicz/Sebastian Rivera,,N/A,,,,,
36443,Mathieu Rodrigues/Thomas Rodrigues,,N/A,,,,,
36444,Thomas Rodrigues,1998-03-05,FRA,,,,,
36445,Nick Kyrgios/John-Patrick Smith,,N/A,,,,,
36446,Rajeev Ram/Adil Shamasdin,,N/A,,,,,
36447,Ruben Bemelmans/Go Soeda,,N/A,,,,,
36448,Paul Hanley/Divij Sharan,,N/A,,,,,
36449,Lloyd Harris,1997-02-24,RSA,152,399,277,40,82
36450,Velislav Cholakov,1997-08-04,BUL,,,,,
36451,Mateusz Kowalczyk/Artem Sitak,,N/A,,,,,
36452,Michal Konecny/Yoshihito Nishioka,,N/A,,,,,
36453,Frank Dancevic/Boris Pashanski,,N/A,,,,,
36454,Alexandru-Daniel Carpen/Hans Podlipnik-Castillo,,N/A,,,,,
36455,Filip Havaj/Juraj Simcak,,N/A,,,,,
36456,Daniel Munoz-De La Nava/Wayne Odesnik,,N/A,,,,,
36457,Uladzimir Ignatik/Aldin Setkic,,N/A,,,,,
36458,David Skoch/Robin Stanek,,N/A,,,,,
36459,Michal Pazicky/Dominik Sproch,,N/A,,,,,
36460,Nikita Lis,1995-04-10,RUS,,,,,
36461,Benjamin Becker/Teimuraz Gabashvili,,N/A,,,,,
36462,Henri Laaksonen/Michael Lammer,,N/A,,,,,
36463,Grisha Reytman/Batyr Sapaev,,N/A,,,,,
36464,Le Wang,1996-07-26,CHN,,,,,
36465,Giuseppe Caparco,1996-07-30,ITA,,,,,
36466,Paolo Vallefuoco,1998-01-29,ITA,,,,,
36467,Francesco Albanese,1997-04-16,ITA,,,,,
36468,Simone Boscatto,1999-07-30,ITA,,,,,
36469,Niels Kok,1996-12-07,NED,,,,,
36470,Mats Rosenkranz,1998-08-23,GER,309,164,38,14,0
36471,Mick Veldheer,1996-04-05,NED,,,,,
36472,Gijs Buntsma,1996-02-01,NED,,,,,
36473,Ramon Van Flymen,1997-01-29,NED,,,,,
36474,Joris Bodin,1997-04-02,NED,,,,,
36475,Yannick Pel,1998-06-08,NED,,,,,
36476,Sam Nelson,1997-07-10,NED,,,,,
36477,Mark Simons,1996-09-26,GER,,,,,
36478,Maxence Bonaventure,1992-03-04,BEL,,,,,
36479,Sebastian Mueller,1994-04-20,GER,,,,,
36480,Jan Sarysz,1994-01-21,POL,,,,,
36481,Christopher Traut,1997-05-24,GER,,,,,
36482,Gabriel Aboitiz,1991-03-04,CHI,,,,,
36483,Martin Atanasov,1998-06-03,BUL,,,,,
36484,Robert Rasmussen,1996-05-06,SWE,,,,,
36485,Gabriel Evtimov,1998-03-13,BUL,,,,,
36486,Denislav Gochev,1996-02-12,BUL,,,,,
36487,Robert Sokratov,1997-08-06,BUL,,,,,
36488,Valko Neshev,1997-03-06,BUL,,,,,
36489,Jens Nilsson,1978-12-09,SWE,,,,,
36490,Ivo Karamanski,1997-09-26,BUL,,,,,
36491,Filip Kesina,1998-01-26,CRO,,,,,
36492,Antonio Pejic,1995-11-24,CRO,,,,,
