lane,reason,player1_name,player2_name,player1_normalized,player2_normalized,capture_date_first,capture_date_last,snapshot_count,source_files,details
Challenger,unscorable_result,Fajing Sun,Rio Noguchi,fajing sun,rio noguchi,2026-05-05,2026-05-06,21,pinnacle-history-20260505-160243.csv|pinnacle-history-20260505-163246.csv|pinnacle-history-20260505-170243.csv|pinnacle-history-20260505-173249.csv|pinnacle-history-20260505-180243.csv|pinnacle-history-20260505-183256.csv|pinnacle-history-20260505-190242.csv|pinnacle-history-20260505-193313.csv|pinnacle-history-20260505-200243.csv|pinnacle-history-20260505-203254.csv|pinnacle-history-20260505-210259.csv|pinnacle-history-20260505-213251.csv|pinnacle-history-20260505-220247.csv|pinnacle-history-20260505-223303.csv|pinnacle-history-20260505-230253.csv|pinnacle-history-20260505-233246.csv|pinnacle-history-20260506-071439.csv|pinnacle-history-20260506-073244.csv|pinnacle-history-20260506-074426.csv|pinnacle-history-20260506-081428.csv|pinnacle-history-20260506-084426.csv,7-6(2) 4-6 7-6(6)
Challenger,unscorable_result,Federico Cina,Taro Daniel,federico cina,taro daniel,2026-06-12,2026-06-13,27,pinnacle-history-20260612-193000.csv|pinnacle-history-20260612-200004.csv|pinnacle-history-20260612-203004.csv|pinnacle-history-20260612-210006.csv|pinnacle-history-20260612-213007.csv|pinnacle-history-20260612-213820.csv|pinnacle-history-20260612-220002.csv|pinnacle-history-20260612-223000.csv|pinnacle-history-20260612-225956.csv|pinnacle-history-20260612-233010.csv|pinnacle-history-20260613-083011.csv|pinnacle-history-20260613-083635.csv|pinnacle-history-20260613-090010.csv|pinnacle-history-20260613-091018.csv|pinnacle-history-20260613-093017.csv|pinnacle-history-20260613-093539.csv|pinnacle-history-20260613-100011.csv|pinnacle-history-20260613-100544.csv|pinnacle-history-20260613-103027.csv|pinnacle-history-20260613-103544.csv|pinnacle-history-20260613-110543.csv|pinnacle-history-20260613-113018.csv|pinnacle-history-20260613-113542.csv|pinnacle-history-20260613-120610.csv|pinnacle-history-20260613-123016.csv|pinnacle-history-20260613-123547.csv|pinnacle-history-20260613-130540.csv,7-6(6) 0-6 6-2
Challenger,unscorable_result,Federico Coria,Geoffrey Blancaneaux,federico coria,geoffrey blancaneaux,2026-07-06,2026-07-06,1,pinnacle-history-20260706-214148.csv,7-6(4) 1-0 ret.
Challenger,unscorable_result,Federico Iannaccone,Juan Cruz Martin Manzano,federico iannaccone,juan cruz martin manzano,2026-05-18,2026-05-18,2,pinnacle-history-20260518-230228.csv|pinnacle-history-20260518-232010.csv,6-4 2-6 6-4
Challenger,unscorable_result,Felix Gill,Martin Krumich,felix gill,martin krumich,2026-04-03,2026-04-04,9,pinnacle-history-20260403-203005.csv|pinnacle-history-20260403-210014.csv|pinnacle-history-20260403-232841.csv|pinnacle-history-20260403-233031.csv|pinnacle-history-20260404-080016.csv|pinnacle-history-20260404-090132.csv|pinnacle-history-20260404-093018.csv|pinnacle-history-20260404-100813.csv|pinnacle-history-20260404-103041.csv,7-6(5) 0-6 6-3
Challenger,unscorable_result,Filip Cristian Jianu,Norbert Gombos,filip cristian jianu,norbert gombos,2026-07-20,2026-07-21,21,pinnacle-history-20260720-182938.csv|pinnacle-history-20260720-185836.csv|pinnacle-history-20260720-193016.csv|pinnacle-history-20260720-195849.csv|pinnacle-history-20260720-202842.csv|pinnacle-history-20260720-205852.csv|pinnacle-history-20260720-212941.csv|pinnacle-history-20260720-214600.csv|pinnacle-history-20260720-215842.csv|pinnacle-history-20260720-222915.csv|pinnacle-history-20260720-225854.csv|pinnacle-history-20260720-233328.csv|pinnacle-history-20260721-085736.csv|pinnacle-history-20260721-085756.csv|pinnacle-history-20260721-091205.csv|pinnacle-history-20260721-092729.csv|pinnacle-history-20260721-092754.csv|pinnacle-history-20260721-095729.csv|pinnacle-history-20260721-102729.csv|pinnacle-history-20260721-105731.csv|pinnacle-history-20260721-142735.csv,4-3 ret.
Challenger,unscorable_result,Filippo Romano,Max Basing,filippo romano,max basing,2026-07-06,2026-07-06,1,pinnacle-history-20260706-214148.csv,0-6 6-3 7-6(5)
Challenger,unscorable_result,Florent Bax,Calvin Hemery,florent bax,calvin hemery,2026-05-10,2026-05-10,5,pinnacle-history-20260510-085647.csv|pinnacle-history-20260510-091641.csv|pinnacle-history-20260510-095925.csv|pinnacle-history-20260510-105913.csv|pinnacle-history-20260510-112913.csv,7-5 3-6 7-6(2)
Challenger,unscorable_result,Franco Roncadelli,Nicolas Kicker,franco roncadelli,nicolas kicker,2026-05-14,2026-05-14,12,pinnacle-history-20260514-090754.csv|pinnacle-history-20260514-093837.csv|pinnacle-history-20260514-100836.csv|pinnacle-history-20260514-103857.csv|pinnacle-history-20260514-110856.csv|pinnacle-history-20260514-113914.csv|pinnacle-history-20260514-121108.csv|pinnacle-history-20260514-124117.csv|pinnacle-history-20260514-130923.csv|pinnacle-history-20260514-133849.csv|pinnacle-history-20260514-140903.csv|pinnacle-history-20260514-143907.csv,2-6 7-6(3) 7-5
Challenger,unscorable_result,Franco Roncadelli,Pedro Sakamoto,franco roncadelli,pedro sakamoto,2026-04-13,2026-04-13,1,pinnacle-history-20260413-091206.csv,6-4 1-6 6-3
Challenger,unscorable_result,Garrett Johns,Ryan Colby,garrett johns,ryan colby,2026-04-05,2026-04-06,16,pinnacle-history-20260405-203024.csv|pinnacle-history-20260405-210017.csv|pinnacle-history-20260405-213019.csv|pinnacle-history-20260405-220019.csv|pinnacle-history-20260405-223017.csv|pinnacle-history-20260405-230928.csv|pinnacle-history-20260405-233026.csv|pinnacle-history-20260406-080012.csv|pinnacle-history-20260406-083013.csv|pinnacle-history-20260406-090020.csv|pinnacle-history-20260406-091548.csv|pinnacle-history-20260406-093022.csv|pinnacle-history-20260406-100025.csv|pinnacle-history-20260406-103021.csv|pinnacle-history-20260406-110020.csv|pinnacle-history-20260406-113015.csv,5-1 ret.
Challenger,unscorable_result,Genaro Alberto Olivieri,Martin Krumich,genaro alberto olivieri,martin krumich,2026-06-01,2026-06-02,29,pinnacle-history-20260601-165512.csv|pinnacle-history-20260601-172512.csv|pinnacle-history-20260601-175514.csv|pinnacle-history-20260601-182527.csv|pinnacle-history-20260601-190012.csv|pinnacle-history-20260601-193015.csv|pinnacle-history-20260601-200010.csv|pinnacle-history-20260601-203025.csv|pinnacle-history-20260601-210046.csv|pinnacle-history-20260601-213742.csv|pinnacle-history-20260601-220019.csv|pinnacle-history-20260601-223012.csv|pinnacle-history-20260601-230024.csv|pinnacle-history-20260602-083009.csv|pinnacle-history-20260602-083351.csv|pinnacle-history-20260602-090245.csv|pinnacle-history-20260602-090349.csv|pinnacle-history-20260602-093016.csv|pinnacle-history-20260602-093354.csv|pinnacle-history-20260602-100012.csv|pinnacle-history-20260602-100357.csv|pinnacle-history-20260602-103018.csv|pinnacle-history-20260602-103357.csv|pinnacle-history-20260602-110022.csv|pinnacle-history-20260602-110350.csv|pinnacle-history-20260602-113221.csv|pinnacle-history-20260602-113444.csv|pinnacle-history-20260602-120028.csv|pinnacle-history-20260602-120429.csv,6-3 1-6 7-6(2)
Challenger,unscorable_result,Gerard Campana Lee,Thijs Boogaard,gerard campana lee,thijs boogaard,2026-07-15,2026-07-16,38,pinnacle-history-20260715-175539.csv|pinnacle-history-20260715-182538.csv|pinnacle-history-20260715-185230.csv|pinnacle-history-20260715-192313.csv|pinnacle-history-20260715-195323.csv|pinnacle-history-20260715-202301.csv|pinnacle-history-20260715-205222.csv|pinnacle-history-20260715-212423.csv|pinnacle-history-20260716-085130.csv|pinnacle-history-20260716-090036.csv|pinnacle-history-20260716-091508.csv|pinnacle-history-20260716-092142.csv|pinnacle-history-20260716-093015.csv|pinnacle-history-20260716-095346.csv|pinnacle-history-20260716-100203.csv|pinnacle-history-20260716-102228.csv|pinnacle-history-20260716-103721.csv|pinnacle-history-20260716-105209.csv|pinnacle-history-20260716-110206.csv|pinnacle-history-20260716-112240.csv|pinnacle-history-20260716-113153.csv|pinnacle-history-20260716-115401.csv|pinnacle-history-20260716-120130.csv|pinnacle-history-20260716-123057.csv|pinnacle-history-20260716-125405.csv|pinnacle-history-20260716-130040.csv|pinnacle-history-20260716-132141.csv|pinnacle-history-20260716-133110.csv|pinnacle-history-20260716-135230.csv|pinnacle-history-20260716-140039.csv|pinnacle-history-20260716-142236.csv|pinnacle-history-20260716-143057.csv|pinnacle-history-20260716-145412.csv|pinnacle-history-20260716-150106.csv|pinnacle-history-20260716-152202.csv|pinnacle-history-20260716-153109.csv|pinnacle-history-20260716-155154.csv|pinnacle-history-20260716-160044.csv,6-0 4-6 4-2 ret.
Challenger,unscorable_result,Gianluca Cadenasso,Daniel Merida Aguilar,gianluca cadenasso,daniel merida aguilar,2026-05-31,2026-06-01,38,pinnacle-history-20260531-175610.csv|pinnacle-history-20260531-182755.csv|pinnacle-history-20260531-185752.csv|pinnacle-history-20260531-192636.csv|pinnacle-history-20260531-195551.csv|pinnacle-history-20260531-202545.csv|pinnacle-history-20260531-205608.csv|pinnacle-history-20260531-212620.csv|pinnacle-history-20260531-215643.csv|pinnacle-history-20260531-222556.csv|pinnacle-history-20260531-230445.csv|pinnacle-history-20260601-082507.csv|pinnacle-history-20260601-082608.csv|pinnacle-history-20260601-085515.csv|pinnacle-history-20260601-085546.csv|pinnacle-history-20260601-091614.csv|pinnacle-history-20260601-092510.csv|pinnacle-history-20260601-092541.csv|pinnacle-history-20260601-095640.csv|pinnacle-history-20260601-102518.csv|pinnacle-history-20260601-105516.csv|pinnacle-history-20260601-112515.csv|pinnacle-history-20260601-115511.csv|pinnacle-history-20260601-122544.csv|pinnacle-history-20260601-125516.csv|pinnacle-history-20260601-132602.csv|pinnacle-history-20260601-135517.csv|pinnacle-history-20260601-142622.csv|pinnacle-history-20260601-145523.csv|pinnacle-history-20260601-152506.csv|pinnacle-history-20260601-155509.csv|pinnacle-history-20260601-165512.csv|pinnacle-history-20260601-172512.csv|pinnacle-history-20260601-175514.csv|pinnacle-history-20260601-182527.csv|pinnacle-history-20260601-190012.csv|pinnacle-history-20260601-193015.csv|pinnacle-history-20260601-200010.csv,6-2 ret.
Challenger,unscorable_result,Gianluca Cadenasso,Eduardo Ribeiro,gianluca cadenasso,eduardo ribeiro,2026-03-24,2026-03-24,1,pinnacle-history-20260324-110440.csv,5-2 ret.
Challenger,unscorable_result,Giovanni Oradini,Samuele Pieri,giovanni oradini,samuele pieri,2026-06-07,2026-06-07,16,pinnacle-history-20260607-090839.csv|pinnacle-history-20260607-091011.csv|pinnacle-history-20260607-092733.csv|pinnacle-history-20260607-094024.csv|pinnacle-history-20260607-095634.csv|pinnacle-history-20260607-101015.csv|pinnacle-history-20260607-102634.csv|pinnacle-history-20260607-104019.csv|pinnacle-history-20260607-105629.csv|pinnacle-history-20260607-111011.csv|pinnacle-history-20260607-112628.csv|pinnacle-history-20260607-114009.csv|pinnacle-history-20260607-115633.csv|pinnacle-history-20260607-121013.csv|pinnacle-history-20260607-122631.csv|pinnacle-history-20260607-124014.csv,1-6 7-6(7) 6-4
Challenger,unscorable_result,Guido Ivan Justo,Lorenzo Joaquin Rodriguez,guido ivan justo,lorenzo joaquin rodriguez,2026-05-12,2026-05-12,5,pinnacle-history-20260512-090045.csv|pinnacle-history-20260512-090106.csv|pinnacle-history-20260512-093422.csv|pinnacle-history-20260512-113347.csv|pinnacle-history-20260512-130146.csv,6-3 ret.
Challenger,unscorable_result,Gustavo Heide,Jan Choinski,gustavo heide,jan choinski,2026-06-18,2026-06-18,11,pinnacle-history-20260618-092217.csv|pinnacle-history-20260618-093045.csv|pinnacle-history-20260618-095203.csv|pinnacle-history-20260618-102203.csv|pinnacle-history-20260618-105207.csv|pinnacle-history-20260618-112206.csv|pinnacle-history-20260618-115204.csv|pinnacle-history-20260618-122201.csv|pinnacle-history-20260618-125204.csv|pinnacle-history-20260618-132202.csv|pinnacle-history-20260618-135202.csv,7-6(5) 3-6 6-4
Challenger,unscorable_result,Gustavo Heide,Roman Andres Burruchaga,gustavo heide,roman andres burruchaga,2026-03-23,2026-03-23,1,pinnacle-history-20260323-110530.csv,1-6 7-6(5) 6-4
Challenger,unscorable_result,Hamish Stewart,Blaise Bicknell,hamish stewart,blaise bicknell,2026-04-30,2026-04-30,22,pinnacle-history-20260430-085742.csv|pinnacle-history-20260430-090232.csv|pinnacle-history-20260430-090858.csv|pinnacle-history-20260430-092729.csv|pinnacle-history-20260430-093235.csv|pinnacle-history-20260430-095806.csv|pinnacle-history-20260430-100236.csv|pinnacle-history-20260430-115731.csv|pinnacle-history-20260430-120234.csv|pinnacle-history-20260430-122847.csv|pinnacle-history-20260430-123248.csv|pinnacle-history-20260430-125843.csv|pinnacle-history-20260430-130247.csv|pinnacle-history-20260430-132746.csv|pinnacle-history-20260430-133239.csv|pinnacle-history-20260430-135743.csv|pinnacle-history-20260430-142742.csv|pinnacle-history-20260430-145808.csv|pinnacle-history-20260430-152806.csv|pinnacle-history-20260430-155806.csv|pinnacle-history-20260430-162752.csv|pinnacle-history-20260430-165836.csv,7-6(3) 4-6 7-6(6)
Challenger,unscorable_result,Harold Mayot,Thanasi Kokkinakis,harold mayot,thanasi kokkinakis,2026-06-14,2026-06-14,7,pinnacle-history-20260614-075053.csv|pinnacle-history-20260614-082051.csv|pinnacle-history-20260614-085054.csv|pinnacle-history-20260614-091017.csv|pinnacle-history-20260614-092051.csv|pinnacle-history-20260614-095055.csv|pinnacle-history-20260614-102051.csv,6-4 3-6 7-6(7)
Challenger,unscorable_result,Hayato Matsuoka,Qian Sun,hayato matsuoka,qian sun,2026-05-02,2026-05-03,17,pinnacle-history-20260502-180013.csv|pinnacle-history-20260502-183012.csv|pinnacle-history-20260502-190013.csv|pinnacle-history-20260502-193017.csv|pinnacle-history-20260502-200013.csv|pinnacle-history-20260502-203014.csv|pinnacle-history-20260502-210110.csv|pinnacle-history-20260502-213012.csv|pinnacle-history-20260502-220012.csv|pinnacle-history-20260502-223011.csv|pinnacle-history-20260502-230318.csv|pinnacle-history-20260503-082720.csv|pinnacle-history-20260503-084119.csv|pinnacle-history-20260503-091124.csv|pinnacle-history-20260503-093034.csv|pinnacle-history-20260503-094126.csv|pinnacle-history-20260503-100017.csv,1-6 6-3 7-5
Challenger,unscorable_result,Henri Squire,Otto Virtanen,henri squire,otto virtanen,2026-07-24,2026-07-24,18,pinnacle-history-20260724-090152.csv|pinnacle-history-20260724-091126.csv|pinnacle-history-20260724-093146.csv|pinnacle-history-20260724-093734.csv|pinnacle-history-20260724-100144.csv|pinnacle-history-20260724-100732.csv|pinnacle-history-20260724-103145.csv|pinnacle-history-20260724-103732.csv|pinnacle-history-20260724-110145.csv|pinnacle-history-20260724-110732.csv|pinnacle-history-20260724-113145.csv|pinnacle-history-20260724-113732.csv|pinnacle-history-20260724-120147.csv|pinnacle-history-20260724-123145.csv|pinnacle-history-20260724-130145.csv|pinnacle-history-20260724-133145.csv|pinnacle-history-20260724-140144.csv|pinnacle-history-20260724-143144.csv,5-2 ret.
Challenger,unscorable_result,Henri Squire,Stefan Palosi,henri squire,stefan palosi,2026-03-17,2026-03-17,1,pinnacle-history-20260317-110719.csv,6-4 5-3 ret.
Challenger,unscorable_result,Henrique Rocha,Darwin Blanch,henrique rocha,darwin blanch,2026-06-11,2026-06-12,47,pinnacle-history-20260611-084507.csv|pinnacle-history-20260611-084652.csv|pinnacle-history-20260611-091109.csv|pinnacle-history-20260611-091501.csv|pinnacle-history-20260611-091650.csv|pinnacle-history-20260611-094501.csv|pinnacle-history-20260611-101502.csv|pinnacle-history-20260611-104500.csv|pinnacle-history-20260611-111501.csv|pinnacle-history-20260611-114501.csv|pinnacle-history-20260611-121500.csv|pinnacle-history-20260611-124503.csv|pinnacle-history-20260611-131503.csv|pinnacle-history-20260611-134501.csv|pinnacle-history-20260611-141501.csv|pinnacle-history-20260611-144501.csv|pinnacle-history-20260611-151504.csv|pinnacle-history-20260611-154502.csv|pinnacle-history-20260611-161512.csv|pinnacle-history-20260611-164508.csv|pinnacle-history-20260611-171502.csv|pinnacle-history-20260611-174502.csv|pinnacle-history-20260611-181505.csv|pinnacle-history-20260611-184512.csv|pinnacle-history-20260611-191502.csv|pinnacle-history-20260611-194509.csv|pinnacle-history-20260611-201510.csv|pinnacle-history-20260611-204505.csv|pinnacle-history-20260611-211513.csv|pinnacle-history-20260611-213754.csv|pinnacle-history-20260611-214503.csv|pinnacle-history-20260611-221507.csv|pinnacle-history-20260611-224510.csv|pinnacle-history-20260612-075957.csv|pinnacle-history-20260612-081459.csv|pinnacle-history-20260612-082953.csv|pinnacle-history-20260612-084500.csv|pinnacle-history-20260612-085958.csv|pinnacle-history-20260612-091048.csv|pinnacle-history-20260612-091458.csv|pinnacle-history-20260612-092955.csv|pinnacle-history-20260612-095955.csv|pinnacle-history-20260612-103001.csv|pinnacle-history-20260612-110004.csv|pinnacle-history-20260612-113005.csv|pinnacle-history-20260612-115955.csv|pinnacle-history-20260612-122954.csv,7-6(4) 1-6 6-3
Challenger,unscorable_result,Henry Bernet,Federico Bondioli,henry bernet,federico bondioli,2026-07-10,2026-07-10,1,pinnacle-history-20260710-092906.csv,2-6 7-6(8) 6-3
Challenger,unscorable_result,Hernan Casanova,Facundo Diaz Acosta,hernan casanova,facundo diaz acosta,2026-04-08,2026-04-09,3,pinnacle-history-20260408-211839.csv|pinnacle-history-20260408-230542.csv|pinnacle-history-20260409-090825.csv,5-2 ret.
Challenger,unscorable_result,Hugo Dellien,Laslo Djere,hugo dellien,laslo djere,2026-05-14,2026-05-15,17,pinnacle-history-20260514-184234.csv|pinnacle-history-20260514-191155.csv|pinnacle-history-20260514-194315.csv|pinnacle-history-20260514-201008.csv|pinnacle-history-20260514-203902.csv|pinnacle-history-20260514-210842.csv|pinnacle-history-20260514-214254.csv|pinnacle-history-20260514-221113.csv|pinnacle-history-20260514-223953.csv|pinnacle-history-20260514-230633.csv|pinnacle-history-20260514-230840.csv|pinnacle-history-20260514-233859.csv|pinnacle-history-20260515-001101.csv|pinnacle-history-20260515-093057.csv|pinnacle-history-20260515-093954.csv|pinnacle-history-20260515-095435.csv|pinnacle-history-20260515-100919.csv,2-2 ret.
